index,answer,text,document_name,split
91,No,"9. At the end of the contract the receiving party shall return the confidential information and any possibly extant copies after receipt of a written request, provided that this is technically feasible and does not violate the retention obligations.  ",Confidentiality_Agreement_1.pdf,test
92,No,"“Confidential Information” means: [(a) any information disclosed by [or on behalf of] the Discloser to the Recipient [during the Term / before the end of the Term] (whether disclosed in writing, orally or otherwise) that at the time of disclosure:  ",NDA-Urban_Wind_Turbines.pdf,test
93,No,"Receiving Party shall carefully restrict access to Confidential Information to employees, contractors and third parties as is reasonably required and shall require those persons to sign nondisclosure restrictions at least as protective as those in this Agreement.  ",Basic-Non-Disclosure-Agreement.pdf,test
94,No,"Accordingly, unless required by applicable law, we agree that prior to the execution of a Sale Agreement with respect to the closing of a Possible Transaction, without the prior written consent of the Company, we will not, and we will direct our representatives not to, disclose to any person either the fact that discussions or negotiations are taking place concerning a possible transaction between us and the Company or any to the terms, conditions or other facts with respect to any such Possible Transaction, including the status thereof unless we are advised by counsel that we are required to make such disclosure.  ",96238_0000950116-97-001823_document_13.txt,test
95,No,"Receiving Party agrees not to use, divulge, reproduce or otherwise make available the Confidential Information other than for the purposes of the Project and to disclose it only to its officers, agents, employees, partners, and professional advisors as necessary, who shall also be bound to comply with this Agreement. ",casino-nondisclosure-agmt.pdf,test
96,No,"2. Every contract party can disclose confidential information to the other contract party orally or in writing.  If the disclosure is in writing, the disclosing party will mark the confidential documents with the additional terms “Confidential” or “Liable to Secrecy” so that it is apparent to the other party which information is especially in need to protection. ",Confidentiality_Agreement_1.pdf,test
97,No,"Subject to the limitations set forth in Section 2, all information (including but not limited to ideas, techniques, works of authorship, models, inventions, know-how, processes, equipment, algorithms, software source documents and formulae related to the current, future, and proposed products and services of each of the parties and information concerning research, development, financial information, procurement requirements, purchasing, manufacturing, customer lists, business forecasts, sales and merchandising, and marketing plans), disclosed by one party (the “Discloser”) to the other party (the “Recipient”) which is labeled or marked “Confidential” or with some other similar proprietary legend, or which, in the context of the disclosure, the Recipient has reason to believe is confidential, shall be deemed to be “Confidential Information.”  ",1011344_0001193125-08-097987_dex99d5.htm,test
98,No,"Upon the termination of the Recipient for the Purpose; The Recipient will, on request from the Discloser, return all copies and records of the Confidential Information to the Discloser and will not retain any copies or records of the Confidential Information; and ",NonDisclosureAgreementNDASAMITT20190002v2.pdf,test
99,No,"Regardless of any termination of any business relationship between the Parties, the obligations and commitments established by this Agreement shall remain in full force and effect. This Agreement shall survive indefinitely and shall not be affected by the performance, termination or expiration of any other obligations or agreements between the Disclosing Parties and Receiving Party. ",ceii-and-nda.pdf,test
100,No,"5.1  Save as otherwise permitted herein, a Receiving Party shall not, and shall procure that its  Personnel do not, at any time without the Disclosing Party’s prior written consent: (b) disclose to any person:  - (i) the fact that discussions or negotiations are taking place between the Parties; ",5bfbcabf0627e70bdcfc5b32_nda-ready4s.pdf,test
101,No,"1.1 ""Confidential Information"" means any information, whether written or oral, which ANUBIS learns about SCAM or the Products and which is not generally available to the public or which is labeled by SCAM as confidential. This Agreement will apply to all confidential and proprietary information disclosed by one party to the other party, including information listed in Exhibit A and other information which the disclosing party identifies in writing as confidential before or within thirty days after disclosure to the receiving party (""CONFIDENTIAL INFORMATION"") ",1073090_0001356564-06-000012_sorell10ksbamend2x102.txt,test
102,No,"7. Raphael my at any time request the List be completely destroyed, scratched, and purged from all media, including electronic storage, disk, tape, and printed documents. In the event ListFusion discontinues services, the List will be returned to Raphael and then completely destroyed, scratched, and purged from all media, including electronic storage, disk, tape, and printed documents in possession of ListFusion. ",1367408_0001367408-06-000002_risb2ex106.htm,test
103,No,Receiving Party’s obligations in relation to technical and personally-identifiable information shall be indefinite. ,casino-nondisclosure-agmt.pdf,test
104,No,The terms of this section “Use of Evaluation Materials” shall remain in effect for 2 years from the effective date of this agreement. The terms of this section “Non-Disclosure” shall remain in effect for 2 years from the effective date of this agreement. ,814457_0000950137-04-009790_c89545exv99wxdyx6y.htm,test
105,No,"1. The Receiving Party agrees to treat all information provided by the Providing Party in connection with the Business Under Discussion to the Receiving Partner and/or any of its partners, directors, officers, employees, affiliates, insurers, agents, advisors or auditors (the “Representatives”), regardless of the manner in which it is so furnished, together with any analyses, compilations, data, studies or other documents or records, whether of an oral, written or electronically retrievable nature (collectively the “Information”), as strictly confidential. ",eHandshake_Non_Disclosure_Agreement.pdf,test
106,No,"Confidential Information shall not, however, include any information which  (iv) is obtained by the receiving party from a third party without a breach of such third party's obligations of confidentiality;  ",Mutual-Non-Disclosure-Agreement-Inventor-Product-Development-Experts-Inc..pdf,test
107,No,(c) The undersigned Receiving Party may disclose Confidential Information only to Receiving Party's employees and consultants on a need-to-know basis.  ,1125892_0000950133-00-004441_w41075a1ex10-7.txt,test
108,No,"(e) Receiving Party shall, at Disclosing Party's request, return all originals, copies, reproductions and summaries of Confidential Information and all other tangible materials and devices provided to the Receiving Party as Confidential Information, or at Disclosing Party's option, certify destruction of the same. ",1125892_0000950133-00-004441_w41075a1ex10-7.txt,test
109,No,"Notwithstanding such delivery or destruction of the Evaluation Material, you agree that you and your Representatives will continue to be bound by your obligations under this Agreement.  Notwithstanding the foregoing,  (i) you and your Representatives will not be required to delete, erase or destroy any Evaluation Material contained in an archived computer backup system stored as a result of automated back-up procedures (it being agreed that you and your Representatives will not access such archived computer files containing any such Evaluation Material after such delivery or destruction is otherwise required) and  (ii) you and/or your Representatives may retain one copy of the Evaluation Material (and may only access any such Evaluation Material) to the extent and for so long as such retention and access by you or such Representative, as applicable, is required by law or regulation; provided, however, that in the case of each of clauses  (i) and  (ii) of this sentence, notwithstanding any other provision of this Agreement, you and your applicable Representatives will continue to be bound by the terms of this Agreement as if it were in full force and effect with respect to any such Evaluation Material for so long as you or your applicable Representatives retain any such Evaluation Material. 16. Except as otherwise provided herein, the obligations of the parties under this Agreement will terminate eighteen (18) months from the date hereof, provided that such termination will not relieve any party from its responsibilities in respect of any breach of this Agreement prior to such termination. ",1020416_0001193125-16-701566_d250247dex99d2.htm,test
110,No,"Employee shall not, directly or indirectly, use any Confidential Information for any purpose other than the benefit of a Banking Organization, and shall not directly or indirectly, disclose, communicate, deliver, exhibit or provide any Confidential Information to any Person, except other Employees or Agents of a Banking Organization who have a need to know such Confidential Information for a proper corporate or business purpose, as required in the normal course of Employee’s service as an employee.  ",1041550_0001193125-19-004977_d663808dex106.htm,test
111,No,"The confidentiality and non-disclosure obligations of the previous paragraphs shall not apply if, and to the extent that: the RECEIVING PARTY can prove that the CONFIDENTIAL INFORMATION was known to the RECEIVING PARTY prior to its receipt from the DISCLOSING PARTY  (iii) the CONFIDENTIAL INFORMATION is rightfully disclosed to the RECEIVING PARTY by a third party that is legally free to disclose such CONFIDENTIAL INFORMATION. ",AGProjects-NDA.pdf,test
112,No,"The expiration or termination of this Agreement shall not affect such of the provisions of this Agreement as expressly provide that they will operate after any such expiration or termination or which of necessity must continue to have effect after such expiration or termination, notwithstanding that the clauses themselves do not expressly provide for this. ",buyer_profile.pdf,test
113,No,"In that case, or at any time upon the request of the Disclosing Party in its sole discretion and for any reason, the Receiving Party will as directed by the Disclosing Party promptly deliver, at the Receiving Party’s expense, to the Disclosing Party or destroy all Confidential Information furnished to the Receiving Party or the Receiving Party’s Representatives by or on behalf of the Disclosing Party pursuant hereto.  In the event of such a decision or request, all other Confidential Information prepared by the Receiving Party or on the Receiving Party’s behalf will be returned or destroyed and, upon the Disclosing Party’s request, the Receiving Party will provide the Disclosing Party with prompt written confirmation of the Receiving Party’s compliance with this paragraph; provided, however, that (a) if a legal proceeding has been instituted to seek disclosure of the Confidential Information, such material will not be destroyed until the proceeding is settled or a final judgment with respect thereto has been rendered; (b) the Receiving Party will not, in connection with the foregoing obligations, be required to identify or delete Confidential Information held electronically in archive or back-up systems in accordance with general systems archiving or backup policies and further provided that the Receiving Party will not, and the Receiving Party will use reasonable measures to cause its employees not to, access such Confidential Information so archived or backed-up; (c) the Receiving Party will not be obligated to return or destroy Confidential Information of the Disclosing Party to the extent the Receiving Party is required to retain a copy pursuant to applicable law; and (d) one copy of all Confidential Information may be kept by the Receiving Party’s outside counsel, if any, and such Confidential Information shall be fully protected by attorney-client privilege. ",802724_0001193125-15-331613_d96542dex99d5.htm,test
114,No,"6. If you or your Representatives are requested or required to disclose any Evaluation Material or any of the information referred to in paragraph 4 above under the heading “Non-Disclosure of Transaction Discussions” (or if the Company or its Representatives is requested or required to disclose that you are in discussions or negotiations with the Company concerning a possible Transaction) pursuant to any law or regulation or stock exchange rule or regulation or the terms of a valid and effective subpoena or order issued by a court of competent jurisdiction or a federal, state or local governmental or regulatory body or pursuant to a civil investigative demand or similar judicial process or otherwise, the applicable party will, to the extent not prohibited by applicable law or regulation,  (i) promptly notify the other party of the existence, terms and circumstances surrounding such request or requirement,  ",1020416_0001193125-16-701566_d250247dex99d2.htm,test
115,No,"WHEREAS, in order for the Contractor to perform the work required under the Contract, it will be necessary for the State at times to provide the Contractor and the Contractor’s employees, agents, and subcontractors (collectively the “Contractor’s Personnel”) with access to certain information the State deems confidential information (the “Confidential Information”). 3. If the Contractor intends to disseminate any portion of the Confidential Information to non-employee agents who are assisting in the Contractor’s performance of the Contract or will otherwise have a role in performing any aspect of the Contract, the Contractor shall first obtain the written consent of the State to any such dissemination.  ",Attachment-I-Non-DisclosureAgreementContractor.pdf,test
116,No,"VENDOR shall immediately notify UNIVERSITY in writing of any subpoena, court order, or other legal process seeking or purporting to compel disclosure of any of the Confidential Information and shall challenge, oppose, or appeal any such subpoena, order, or legal process to the extent deemed appropriate by UNIVERSITY.  In no event shall VENDOR voluntarily, without a court order, disclose or permit the disclosure of any of the Confidential Information in response to legal process unless and until VENDOR has given the required notice to UNIVERSITY and VENDOR has exhausted any and all legal remedies available to it to limit or prevent the disclosure. ",Confidentiality-and-Nondisclosure-Agreement-Template.pdf,test
117,No,2. Every contract party can disclose confidential information to the other contract party orally or in writing.  ,Confidentiality_Agreement_1.pdf,test
118,No,"The Receiving Party and its Representatives may make disclosures required by court order or any legal or judicial process, without any liability hereunder, provided the Receiving Party uses reasonable efforts to limit disclosure and to obtain confidential treatment or a protective order and has allowed the Disclosing Party to participate  ",1062478_0001193125-14-442753_d838170dex3.htm,test
119,No,"2. Both Parties shall II. keep the Information relating to the other party secret and confidential and not disclose any of it to any third person and only make it available to the Receiving Party´s executive board, directors, employees, advisers or subsidiaries and affiliates who need to know the same for the Purpose; ",ADVANIDE-NON-DISCLOSURE-AGREEMENT.pdf,test
120,No,We will not use any to the Evaluation Materials for any purpose other than the exclusive purpose of evaluating a Possible Transaction.  ,96238_0000950116-97-001823_document_13.txt,test
121,No,"The Recipient shall refrain from directly or indirectly disclosing any of the Confidential Information to any person, firm, fund, or entity, or knowingly making any Confidential Information available to any others for any use (other than as permitted by this Agreement).  In furtherance and not in limitation of the foregoing provisions, the Recipient shall: (a) Restrict disclosure of the Confidential Information only to those of the persons as may be absolutely necessary; ",Attachment B - Intent to Propose and Non-Disclosure Agreement.pdf,test
122,No,"Upon termination of this Agreement, or earlier upon Discloser's request, Recipient shall promptly return or destroy all documents and tangible items in its possession which contain any part of the Confidential Information of Discloser.  ",1042282_0000893220-02-000791_e61414toexv99wxdywx1y.txt,test
123,No,Recipient agrees to limit disclosure of Confidential Information to employees and employees of Affiliates having a specific need to know such Confidential Information for the Purpose and in the case of Affiliates only to the extent that such Affiliate is under obligation to hold such information in confidence and is made aware of these terms and conditions.  ,01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,test
124,No,11. This agreement shall become effective on the date it is fully executed and delivered by both parties and both this agreement and the duties of the parties hereunder shall continue for a period of two years after the last disclosure of information made hereunder. ,1120792_0001019687-05-002206_morgan_10qex5-2.txt,test
125,No,"Recipient may disclose Confidential Information only to its employees, agents, consultants and contractors on a need-to-know basis, and only if such employees, agents, consultants and contractors have executed appropriate written agreements with Recipient sufficient to enable Recipient to enforce all the provisions of this Agreement.  ",Generic-NDA-Pitch-Deck-Fire.pdf,test
126,No,"2. Subject to the provisions of paragraphs 3 and 4 of this Agreement,  (i) Company, as recipient of Confidential Information from or on behalf of Verenium, shall use such Confidential Information solely for the Purpose and for no other purpose or use, and  ",1049210_0001047469-13-009461_a2216846zex-99_d3.htm,test
127,No,"Promptly upon notice from either party that it does not wish to proceed with the Transaction, each party shall return to the other party or destroy all copies of the Evaluation Material (including all documents based thereon) in its possession or in the possession of its Representatives, except that outside counsel to the receiving party may retain one copy of the Evaluation Material for archival purposes and solely to comply with applicable law, rule or regulation.  ",1001113_0000950134-07-005231_f27921orexv99wxdyx3y.htm,test
128,No,"This Agreement does not apply to information that: v. is required to be disclosed by law, provided that Recipient gives Discloser sufficient prior written notice of any such disclosure to allow Discloser to contest the disclosure.  ",Template-NDA-2-way-final-1.pdf,test
129,No,"The Receiving Party may make copies of CEII, but such copies become CEII and subject to these same terms and conditions.  The Receiving Party shall provide attested certification from an authorized representative confirming such return and destruction ""provided however, Receiving Party may retain one (1) copy of such documentation in its secure legal files for the sole purpose of administering its obligations under this agreement, as well as copies of electronically exchanged Confidential Information that are made as a matter of routine information technology back-up, which copies shall continue to be kept confidential in accordance with the terms and conditions of this Agreement."" ",ceii-and-nda.pdf,test
130,No,"3. In consideration of each and every disclosure of CONFIDENTIAL INFORMATION, the Parties agree to: (c) make no disclosures of any CONFIDENTIAL INFORMATION to any party other than officers and employees of a Party to this IRA; (d) limit access to CONFIDENTIAL INFORMATION to those officers and employees having a reasonable need for such INFORMATION and being boUnd by a written obligation to maintain the confidentiality of such INFORMATION; and ",1084000_0001144204-06-046785_v056501_ex10-16.txt,test
131,No,"The RECEIVING PARTY and its employees, officers, agents and affiliates shall hold the CONFIDENTIAL INFORMATION in confidence and take all reasonable steps to preserve the confidential and proprietary nature of the CONFIDENTIAL INFORMATION, including, without limitation:  (i) refraining from disclosing the CONFIDENTIAL INFORMATION to persons within its organization not having a reason to know, and all persons outside its organization unless they have a reason to know and are bound by fiduciary duties of confidentiality to the RECEIVING PARTY; and  ",AGProjects-NDA.pdf,test
132,No,"The foregoing notwithstanding, the Recipient may disclose classified information to its employees or contractors (hereafter Representatives) to the extent each such Representative has a need to know such information to conduct the work referenced in the Whereas clauses, and shall comply with Recipient’s obligations under this Agreement.  ",VELCO%20NDA%20rev0%20Dec%2014%202015.pdf,test
133,No,"4. The receiving Party hereby covenants that, during the validity period of this Agreement and for a period of five (5) years after its end or its termination, the Proprietary Information received from the disclosing Party shall: (b) be only disclosed to and used by those persons who have a need to know and solely for the purpose specified in this Agreement, within the receiving Party's organisation and to its professional advisors, provided that in this latter case the disclosing Party so notifies the other Party and obtains the authorization from the other Party to make such disclosure, such authorization not being unreasonably withheld, and provided that such advisor(s) agree(s) to be bound by the terms and conditions of this Agreement.  ",Clause-de-non-divulgation.pdf,test
134,No,"(iii) the term ""Representatives"" means the directors, officers, employees, agents or advisors (including, without limitation, attorneys, accountants, investment bankers, financial advisors and other consultants and advisors engaged in connection with the review and evaluation of the Transaction) of the specified Party; and  All Evaluation Material  (iii) shall be provided by the Receiving Party solely to those of its Representatives to whom disclosure is reasonably required to facilitate the Receiving Party's evaluation or consideration of the Transaction, it being the intention of the Parties to restrict the dissemination of Evaluation Material to as small a working group as practicable.  ",1109551_0000912057-02-024714_a2082535zex-99_d3.htm,test
135,No,"1.4 “Confidential Information” means any data or information that is proprietary to the Discloser relating to each party’s respective business or affairs (including, but not limited to, current and future products, designs, business plans, operations, know-how, technologies, customers, employees, procurement, contracts, research and development, manufacturing processes and plans, marketing strategies, financial information, intellectual property, and related information) disclosed to Recipient after the effective date of this agreement by the Discloser or any third party on behalf of Discloser, whether in written, oral or any other tangible or intangible form.  ",ConfidentialityAgreement.pdf,test
