index,text,answer,split
203,"“corruptly” requires proof that the defendant “act[ed] with an intent to procure an unlawful benefit either for [himself] or for some other person,” United States v. Floyd, 740 F.3d 22, 31 (C.A.1 2014) (collecting cases); see also Black's Law Dictionary 414 (rev. 4th ed. 1951) (“corruptly” “generally imports a wrongful design to acquire some pecuniary or other advantage”). In other words, “corruptly” requires proof that the defendant not only knew he was obtaining an “unlawful benefit” but that his “objective” or “purpose” was to obtain that unlawful benefit. See 21 Am.Jur.2d, Criminal Law § 114 (2016) (explaining that specific intent requires both knowledge and purpose).",Yes,test
204," But obstetric textbooks and even dictionaries routinely use that [""delivery""] to describe any facilitated removal of tissue from the uterus, not only the removal of an intact fetus."" ",Yes,test
205,"""The word 'damage' traditionally describes a harm to property (hence, 'property damage'), rather than harm to the person (usually referred to as 'personal injury')."" ",Yes,test
206,"A ""judgment"" is ""[a] court's final determination of the rights and obligation of the parties in a case."" Black's Law Dictionary 1007 (11th ed. 2019); see also 1 H. Black, Law of Judgments 1, p. 2, n. l (1891) (""'A judgment is the final consideration and determination of a court... upon the matters submitted to it'"").",Yes,test
207,"""A 'concrete' injury must be 'de facto '; that is, it must actually exist. See Black's Law Dictionary 479 (9th ed. 2009). When we have used the adjective 'concrete,' we have meant to convey the usual meaning of the term—'real,' and not 'abstract.'""",Yes,test
208,"The word 'procedure' has been defined by Anderson, in his Dictionary of Law as follows: 'rpocedure. The body of rules, whether of practice or pleadings, whereby rights are effectuated through the successful application of proper remedies. Opposed to the sume of the legal principles which constitute the substance of the law, and also distinguished from the of evidence. The term is so broad that is is seldom employed as a word of art; it including whatever is embraced by the three technical terms, ‘pleadings,’ ‘evidence,’ and ‘practice;’ ‘practice’ here meaning those legal rules which direct the course of proceeding to bring parties into court, and the course of the court after they are brought in; and ‘evidence’ meaning those rules of law whereby we determine what testimony is to be admitted and what rejected in each case, and what is the weight to be given to the testimony admitted.'",Yes,test
209,"From the time of the founding to the present, the word “seizure” has meant a “taking possession,” 2 N. Webster, An American Dictionary of the English Language 67 (1828); 2 J. Bouvier, A Law Dictionary 510 (6th ed. 1856); Webster's Third New International Dictionary 2057 (1981).",Yes,test
210,"For one thing, we do not doubt that the setoff matter is “under dispute” or “in question” in Case No. B/61, and those words typically define the term “at issue.” Black's Law Dictionary 136 (8th ed.2004).",Yes,test
211,"Moreover, common-law damages actions of the sort raised by petitioner are premised on the existence of a legal duty, and it is difficult to say that such actions do not impose “requirements or prohibitions.” See W. Prosser, Law of Torts 4 (4th ed. 1971); Black's Law Dictionary 1489 (6th ed. 1990) (defining “tort” as “always [involving] a violation of some duty owing to plaintiff”).",Yes,test
212,"At the time the Eighth Amendment was ratified, the word “punishment” referred to the penalty imposed for the commission of a crime [cites to both legal and ordinary dictionaries from the founding era]….  That is also the primary definition of the word today. As a legal term of art, 'punishment' has always meant a 'fine, penalty, or confinement inflicted upon a person by the authority of the law and the judgment and sentence of a court, for some crime or offense committed by him.' Black's Law Dictionary 1234 (6th ed. 1990). And this understanding of the word, of course, does not encompass a prisoner's injuries that bear no relation to his sentence.",Yes,test
213,"The addition of “actual” in § 1113(2) signals that the plaintiff 's knowledge must be more than “potential, possible, virtual, conceivable, theoretical, hypothetical, or nominal.” Black's Law Dictionary 53 (4th ed. 1951). ",Yes,test
214,"In ordinary English, a lawyer who regularly tries to obtain payment of consumer debts through legal proceedings is a lawyer who regularly 'attempts' to 'collect' those consumer debts. See, e.g., Black's Law Dictionary 263 (6th ed. 1990) ('To collect a debt or claim is to obtain payment or liquidation of it, either by personal solicitation or legal proceedings').""",Yes,test
215,"""But neither of those claims about the bare term 'described in' can resolve this case. Like many words, “describe” takes on different meanings in different contexts"" ",Yes,test
216,"What is the common law?...In Black's Law Dictionary, page 232, it is thus defined: ‘As distinguished from law created by the enactment of legislatures, the common law comprises the body of those principles and rules of action relating to the government and security of persons and property, which derive their authority solely from usages and customs of immemorial antiquity, or from the judgments and decrees of the courts...’",Yes,test
217,"Many dictionaries in use when Congress enacted the Court Interpreters Act in 1978 defined “interpreter” as one who translates spoken, as opposed to written, language. (listing a number of dictionaries)… Pre-1978 legal dictionaries also generally defined the word ""interpreter"" and ""interpret"" in terms of oral translation.",Yes,test
218,"Section 518 does not define “surcharge,” but the Court of Appeals looked to the ordinary meaning of the term: “a charge in excess of the usual or normal amount.” 808 F.3d, at 127 (quoting Webster's Third New International Dictionary 2299 (2002); internal quotation marks omitted). Where a seller posts a single sticker price, it is reasonable to treat that sticker price as the “usual or normal amount” and conclude, as the court below did, that a merchant imposes a surcharge when he charges a credit card user more than that sticker price. In short, we cannot dismiss the Court of Appeals' interpretation of 518 as ""clearly wrong."" ",Yes,test
219,"According to the 1934 edition of Webster's New International Dictionary, plain means “clear” or “manifest,”",Yes,test
220,"It reduces the value of a lienholder's equitable interest in a debtor's property to the property's liquidation value, but it does not insure the debtor an opportunity to “redeem” the property at that price, i.e., to “free [the] property ... from [the] mortgage or pledge by paying the debt for which it stood as security.” Black's Law Dictionary 1278 (6th ed. 1990).",Yes,test
221,"Contribution  is defined as the “tortfeasor's right to collect from others responsible for the same tort after the tortfeasor has paid more than his or her proportionate share, the shares being determined as a percentage of fault.” Black's Law Dictionary 353 (8th ed.2004).",Yes,test
222,"Similarly, “if one person intends to harm a second person but instead unintentionally harms a third, the first person's criminal or tortious intent toward the second applies to the third as well.” Black's Law Dictionary at 1504 (defining transferred-intent doctrine)",Yes,test
223," The term “bear arms” is a familiar idiom; when used unadorned by any additional words, its meaning is “to serve as a soldier, do military service, fight.” 1 Oxford English Dictionary 634 (2d ed.1989). ",Yes,test
224,"In defining the word “fine,” some 18th–century dictionaries did not mention to whom the money was paid. See, e.g., T. Sheridan, A Dictionary of the English Language (6th ed. 1796) (unpaginated) (“a mulct [or] a pecuniary punishment”); S. Johnson, A Dictionary of the English Language (7th ed. 1785) (unpaginated) (“a mulct [or] pecuniary punishment,” a “penalty,” or “money paid for any exemption or liberty”). To the same effect are some 19th–century dictionaries. See, e.g., 1 C. Richardson, A New Dictionary of the English Language 796 (1839) ( “any thing (as a sum of money) paid at the end, to make an end, termination or conclusion of a suit, of a prosecution”).",Yes,test
225,"A “fine signifieth a percuniarie punishment for an offence, or a contempt committed against the king.” 1 E. Coke, Institutes *126b. The second edition of Cunningham's Law–Dictionary, published in 1771, defined “fines for offences” as “amends, pecuniary punishment, or recompence for an offence committed against the King and his laws, or against the Lord of a manor.” 2 T. Cunningham, A New and Complete Law–Dictionary (unpaginated). See also 1 T. Tomlins, Law–Dictionary 796–799 (1836) (same); 1 J. Bouvier, Law Dictionary 525 (4th ed. 1852) (same).",Yes,test
226,"To “insure” something—as the court below recognized—means “ ‘[t]o make certain, to secure, to guarantee (some thing, event, etc.).’ ”",Yes,test
227,"Contemporaneous dictionaries from the time of the TIA's enactment define assessment in expansive terms. They would broaden any understanding of the term, and so the Act's bar. See, e.g., Webster's New International Dictionary 139 (1927) (providing three context relevant definitions for the term assessment: It is the act of apportioning or determining an amount to be paid; a valuation of property for the purpose of taxation; or the entire plan or scheme fixed upon for charging or taxing).",Yes,test
228,"""as the majority tells us, see ante, at 2206, an act to quiet title is 'universally understood' as a proceeding 'to establish a plaintiff's title to land.' Black's Law Dictionary 34 (9th ed. 2009) (emphasis added). But § 2409a authorizes civil actions in cases in which neither the Government, nor the plaintiff, claims title to the land at issue."" at 235",Yes,test
229,"And it defines “physical force” as “[f]orce consisting in a physical act, esp. a violent act directed against a robbery victim.” Ibid.*** (it = Black's Law Dictionary)",Yes,test
230,"It is well settled that, in order to render a matter res adjudicata, there must be a concurrence of the four conditions, viz: (1) Identity in the thing sued for; (2) identity of the cause of action; (3) identity of persons and parties to the action; and (4) identity of the quality in the persons for or against whom the claim is made. 2 Bouv. Law Dict. 467.",Yes,test
231,"At that time, the word from which it derived, “employ,” simply meant to “apply (a thing) to some definite purpose.” 3 J. Murray, A New English Dictionary on Historical Principles 129 (1891). ",Yes,test
232,"""In short, employing the word 'interpreters' to include translators of written as well as oral speech, if not “the most common usage,” ante, at 2003, is at least an 'acceptable' usage""Moreover, the word “interpret” is generally understood to mean “to explain or tell the meaning of: translate into intelligible or familiar language or terms,” while “translate” commonly means “to turn into one's own or another language.” Webster's 1182, 2429. See also Random House Dictionary of the English Language 744, 1505 (1973) (defining the transitive verb “interpret” as, inter alia, “to translate,” and “translate” as “to turn (something written or spoken) from one language into another”).",Yes,test
233,"In the ordinary course, a statute of limitations creates “a time limit for suing in a civil case, based on the date when the claim accrued.” Black's Law Dictionary 1546 (9th ed. 2009) (Black's)",Yes,test
234,"While many of the lexicographers, such as Webster, Worcester, and the Imperial Dictionary, still define ‘freight’ as the sum paid by a party hiring a ship or **488 part of a ship, or for the carriage of goods, in the Century Dictionary it is said to be, in a more general sense, the price paid for the use of a ship, including the transportation of passengers. Similar definitions are given in the law dictionaries of Burrill, Bouvier, and Anderson. See, also, Ben. Adm. §§ 283, 286, and 288.",Yes,test
235,"The statute does not define what is meant by ‘organize.’ Dictionary definitions are of little help, for, as those offered us sufficiently show, the term is susceptible of both meanings attributed to it by the parties here.",Yes,test
236,"A bailment is the “delivery of personal property by one person (the bailor ) to another (the bailee ) who holds the property for a certain purpose.” Black's Law Dictionary 169 (10th ed. 2014); J. Story, Commentaries on the Law of Bailments § 2, p. 2 (1832) (“a bailment is a delivery of a thing in trust for some special object or purpose, and upon a contract, expressed or implied, to conform to the object or purpose of the trust”). A bailee normally owes a legal duty to keep the item safe, according to the terms of the parties' contract if they have one, and according to the “implication[s] from their  conduct” if they don't. 8 C.J. S., Bailments § 36, pp. 468–469 (2017). ",Yes,test
237,"Thus, Webster's Third New International Dictionary 1675 (1961) (Webster's Third) defines “percentile” as “the value of the statistical variable that marks the boundary between any two consecutive intervals in a distribution of 100 intervals each containing one percent of the total population.”",Yes,test
238,"""Under the American decisional law, the phrase ‘personal injury’ denotes primarily an injury to the body of a person. At least some of the courts, however, have not narrowly limited the term, and have concluded that a personal injury or an injury to the person, within the meaning of the law, does not necessarily involve physical contact with the person injured or mere bodily or physical injuries, but may embrace all actionable injuries to the individual himself.” 1 S. Speiser, C. Krause, & A. Gans, American Law of Torts 6 (1983) See also Black's Law Dictionary 786 (6th ed. 1990). -",Yes,test
239,"""the term 'felony' is commonly defined to mean a crime punishable by imprisonment for more than one year."" at 130.",Yes,test
240,"And the noun “address,” in the sense relevant here, means “the designation of a place (as a residence or place of business) where a person or organization may be found or communicated with.” Webster's Third New International Dictionary 25 (1971) (Webster's Third); see also Webster's Second New International Dictionary 30 (1957) (“the name or description of a place of residence, business, etc., where a person may be found or communicated with”); Random House Dictionary of the English Language 17 (1966) (“the place or the name of the place where a person, organization, or the like is located or may be reached”); American Heritage Dictionary 15 (1969) (“[t]he location at which a particular organization or person may be found or reached”); Oxford English Dictionary 106 (1933) (OED) (“the name of the place to which any one's letters are directed”). ",Yes,test
241,"The same dictionaries defined ‘blasphemy,’ a peculiarly verbal offense, in much broader terms than ‘sacrilege,’ indeed in terms which the New York court finds encompassed by ‘sacrilegious.’ For example, Barclay said ‘blasphemy’ is ‘an offering some indignity to God, any person of the Trinity, any messengers from God, his holy writ, or the doctrines of revelation.",Yes,test
242,"""That absurdity is not only at war with the English language, it is flatly inconsistent with definitions of “domestic violence” from the period surrounding § 921(a)(33)(A)(ii)'s enactment.""At the time, dictionaries defined “domestic violence” as, for instance, “[v]iolence between members of a household, usu. spouses; an assault or other violent act committed by one member of a household against another,” Black's Law Dictionary 1564 (7th ed. 1999), and “[v]iolence toward or physical *180 abuse of one's spouse or domestic partner,” American Heritage Dictionary 534 (4th ed. 2000).",Yes,test
243,"Thus, a ‘gift enterprise’ *215 has been defined to be ‘a scheme for the division or distribution of certain articles of property, to be determined by chance, amongst those who have taken shares in the scheme.’ Bouvier's Law Dict. (Rawle's Rev.) p. 884; Black's Law Dict. p. 539; Anderson's Law Dict. p. 488. See also Lohman v. State, 81 Ind. 15, 17; Winston ston v. Beeson, 135 N. C. 271, 279, 65 L.R.A. 167, 47 S. E. 457; Randle v. State, 42 Tex. 580",Yes,test
244," The word, “proceeding,” means “[t]he regular and orderly progression of a lawsuit, including all acts and events between the time of commencement and the entry of judgment.” Black's Law Dictionary 1221 (7th ed.1999) (emphasis added). ",Yes,test
245,"""Under the ordinary meaning of the phrase 'relate to,' § 1144(a) pre-empts all state laws that ‘stand in some relation’ to, 'have bearing or concern’ on, ‘pertain’ to, ‘refer’ to, or 'bring into association with or connection with’ an ERISA plan"" (quoting Black's Law Dict.)",Yes,test
246,"In this context, “design” means purpose or plan; i.e., the intended aim of the transportation. See Am. Hert. 491 (“[t]o formulate a plan for; devise”; “[t]o create or contrive for a particular purpose or effect”); Black's 478 (“[a] plan or scheme”; “[p]urpose or intention combined with a plan”); see also Brief for United States 14 (“ ‘to conceive and plan out in the mind’ ” (quoting Webster's Third New International Dictionary 611 (1993))).",Yes,test
247,"In sum, “physical force,” or “force capable of causing physical pain or injury,” Johnson, 559 U.S., at 140, 130 S.Ct. 1265 includes the amount of force necessary to overcome a victim's resistance.",Yes,test
248,"Though § 1259 does not define the term [relief], its familiar meaning encompasses any “redress or benefit” provided by a court. Black's Law Dictionary 1317 (8th ed.2004).",Yes,test
249,"Rather, we find persuasive the determination of the First Circuit that the definition of 'termination' also includes 'cessation in time.' The First Circuit noted that this definition is included in both Webster's Third New International Dictionary 2359 (1976) (definition of 'terminate') and Black's Law Dictionary 1319 (5th ed. 1979) (definition of 'termination')",Yes,test
250,"Specifically, a right-of-way grants the limited “right to pass ... through the estate of another.” Black's Law Dictionary 1489 (4th ed. 1968).       1) right-of-way  A right-of-way may include not just a right of passage, but also the land itself. See, e.g., 16 U.S.C. § 521e(3) (providing that certain “rights-of-way” are “lands”); Black's Law Dictionary 1587 (11th ed. 2019) (“rightof-way” can refer to “[t]he strip of land”); Black's Law Dictionary 1489 (4th ed. 1968) (similar)  United States Forest Serv. v. Cowpasture River Pres. Ass'n, 140 S. Ct. 1837, 1857, 207 L. Ed. 2d 186 (2020)  2) Land  The legal meaning of “land” when Congress enacted the relevant statutes was “any ground, soil, or earth whatsoever.” Black's Law Dictionary 1019 (4th ed. 1968). The ordinary meaning of land was much the same. Webster's New International Dictionary 1388 (2d ed. 1949) (“The solid part of the surface of the earth, as distinguished from water”; “Any ground, soil, or earth whatsoever ... and everything annexed to it, whether by nature ... or by man”).  United States Forest Serv. v. Cowpasture River Pres. Ass'n, 140 S. Ct. 1837, 1852, 207 L. Ed. 2d 186 (2020)",Yes,test
251,"""Although the phrase 'public domain' appears infrequently in our precedents, this Court has used it interchangeably with references to 'public land[s].' Black's Law Dictionary 1229 (6th ed. 1990) defines the public domain as “[l]and and water in possession of and owned by the United States and the states individually."" ",Yes,test
252,"That interpretation is inconsistent with ordinary English usage and is incompatible with the rest of the statute. To be sure, “for” can sometimes mean “in preparation for or anticipation of.” 6 Oxford English Dictionary 24 (2d ed. 1989). But “for” can also mean “[d]uring [or] throughout,” id., at 26, as well as “with the object or purpose of,” id., at 23; see also American Heritage Dictionary 709 (3d ed. 1992) (“Used to indicate the object, aim, or purpose of an action or activity”; “Used to indicate amount, extent, or duration”); Random House Dictionary of the English Language 747 (2d ed. 1987) (“with the object or purpose of”; “during the continuance of”); Webster's Third New International Dictionary 886 (1993) (“with the purpose or object of”; “to the ... duration of”). And here, only that second set of definitions makes sense in the context of the statutory scheme as a whole.",Yes,test
253,"“Subject matter jurisdiction defines the court's authority to hear a given type of case,” United States v. Morton, 467 U.S. 822, 828, 104 S.Ct. 2769, 81 L.Ed.2d 680 (1984); it represents “the extent to which a court can rule on the conduct of persons or the status of things,” Black's Law Dictionary 870 (8th ed.2004). ",Yes,test
254,"It is noteworthy that the term “enjoin” has not just its meaning in the restrictive sense but also has meaning in an affirmative sense. The Black's Law Dictionary current at the TIA's enactment gives as a definition of the term, “to require; command; positively direct.” Black's Law Dictionary 663 (3d ed.1933). ",Yes,test
255,"Whether one consults a dictionary or common sense, the meaning of “original sentence” is plain: The term refers to the initial judgment imposing punishment on a defendant. “Original” is commonly understood to mean “initial” or “first in order.” (then goes on to define the word ""original"" in ordinary dictionaries and law dictionaries)  ",Yes,test
256,"It is certainly correct that the word “conviction” can mean either the finding of guilt or the entry of a final judgment on that finding. The word has many other meanings as well, including “[a]ct of convincing of error, or of compelling the admission of a truth”; “[s]tate of being convinced; esp., state of being convicted of sin, or by one's conscience”; “[a] strong persuasion or belief; as, to live up to one's convictions; an intensity of thorough conviction. ” Webster's New International Dictionary 584 (2d ed. 1950).",Yes,test
257,"Tomlin says that 'the word conspiracy was formerly used almost exclusively for an agreement of two or more persons falsely to indict one, or to procure him to be indicted, of felony;' but that 'now it is no less commonly used for the unlawful combinations of journeymen to raise their wages, or to refuse working, except on certain stipulated conditions.",Yes,test
258,"When this Court has interpreted statutes that include a list of terms or phrases followed by a limiting clause, we have typically applied an interpretive strategy called the “rule of the last antecedent.” See Barnhart v. Thomas, 540 U.S. 20, 26, 124 S.Ct. 376, 157 L.Ed.2d 333 (2003). The rule provides that “a limiting clause or phrase ... should ordinarily be read as modifying only the noun or phrase that it immediately follows.” Ibid.; see also Black's Law Dictionary 1532–1533 (10th ed. 2014) (“[Q]ualifying words or phrases modify the words or phrases immediately preceding them and not words or phrases more remote, unless the extension is necessary from the context or the spirit of the entire writing”)",Yes,test
259,"A review of that period reveals substantial support for the view that the term 'witness' meant a person who gives or furnishes evidence, a broader meaning than that which our case law currently ascribes to the term."" ",Yes,test
260,"With respect to subparagraph (E), the statutory context makes clear that the prepositional phrase—“under section 1311”—is most naturally read to mean that the effluent limitation or other limitation must be approved or promulgated “pursuant to” or “by reason of the authority of” § 1311. See St. Louis Fuel and Supply Co., Inc. v. FERC, 890 F.2d 446, 450 (C.A.D.C.1989) (R.B. Ginsburg, J.) (“ ‘under’ means ‘subject [or pursuant] to’ or ‘by reason of the authority of’ ”); cf. Black's Law Dictionary 1368 (5th ed. 1979) (defining “under” as “according to”). ",Yes,test
261,"""In the law, 'residence' can mean…Lay definitions of “residence” similarly describe a specific location… It follows that a 'place of residence' describes a 'physical' location in which a child 'actually lives.'"" ",Yes,test
262,"""The Constitution itself says nothing about marriage...The meaning of 'marriage' went without saying. Of course, many did say it. (then cites to founding era dictionaries and treatises) ",Yes,test
263,"Tonnage, in our law, is a vessel's ‘internal cubical capacity in tons of one hundred cubic feet each, to be ascertained’ in the manner prescribed by Congress. Act of May 6, 1864, 13 Stat. pp. 70, 72; Rev. Stat. U. S. 804, § 4153. ‘Tonnage duties are duties upon vessels in proportion to their capacity.’ Bouv. Law Dict., ‘Tonnage.’",Yes,test
264,"Justice GINSBURG suggests that “at the time the Constitution was framed, to ‘regulate’ meant, among other things, to require action.” Post, at 2621 (citing Seven–Sky v. Holder, 661 F.3d 1, 16 (C.A.D.C.2011); brackets and some internal quotation marks omitted). ",Yes,test
265,"The idea of monopoly involves something more than a mere acquisition of the whole, or of the major part, of a commodity or of shares of stock. It involves the idea of exclusion of other supply, as well as inclusion of what is actually acquired. Re Greene, 52 Fed. 104; Charles River Bridge v. Warren Bridge, 11 Pet. 606, 9 L. ed. 847; 20 Am. & Eng. Enc. Law, p. 846; 2 Bouvier, Law Dict. Rawle's ed. p. 435; 4 Bl. Com. 159; Century Dict. Monopoly; United States v. Joint Traffic Asso. 171 U. S. 505, 43 L. ed. 259, 19 Sup. Ct. Rep. 25. ",Yes,test
266,"The word 'file' is derived from the Latin word 'filum,' and relates to the ancient practice of placing papers on a thread or wire for safe-keeping and ready reference. Filing, it must be observed, is not complete until the document is delivered and received. 'Shall file' means to deliver to the office, and not send through the United States mails. A paper is filed when it is delivered to the proper official and by him received and filed.",Yes,test
267,"All the definitions of misprision imply such a personal knowledge of the fact as would be legal evidence. 4 Jac. Law Dict. 295; Staundf. P. C. lib. 1, c. 19; Hawk. P.C. c. 20, § 4; 1 Hale's P. C. 375; Termes de la Ley 291; 3 Inst. 36; 1 Chitty's Crim. Law, 2.",Yes,test
268,"Finally, “collection” is the act of obtaining payment of taxes due. See Black's 349 (defining “collect” as “to obtain payment or liquidation” of a debt or claim). ",Yes,test
269,"""If, as the Director asserts, the term 'assessment,' by itself, signfified '[t]he entire plan or scheme fixed upon for charging or taxing, the TIA would not need the words 'levy' or 'collection,' the term 'assessment,' alone, would do all the necessary work."" Hibbs v. Winn, 542 U.S. 88, 101, 124 S.Ct. 2276, 2286 (2004). ",Yes,test
270,The ordinary meaning of “relief” in the context of a lawsuit is the “redress[ ] or benefit” that attends a favorable judgment. Black's Law Dictionary 1161 (5th ed. 1979). ,Yes,test
271,"""The last four words in that list—'cause,' 'suit,' 'proceeding,' and 'controversy'—connote a formal exercise of governmental power, such as a lawsuit, hearing, or administrative determination."" See, e.g., Crimes Act of 1790, § 21, 1 Stat. 117 (using “cause,” “suit,” and “controversy” in a related statutory context to refer to judicial proceedings); Black's Law Dictionary 278–279, 400, 1602–1603 (4th ed. 1951) (defining “cause,” “suit,” and “controversy” as judicial proceedings); 18 U.S.C. § 201(b)(3) (using “proceeding” to refer to trials, hearings, or the like “before any court, any committee of either House or both Houses of Congress, or any agency, commission, or officer”).",Yes,test
272,"The sovereign is, by definition, the entity “in which independent **1644 and supreme authority is vested.” Black's Law Dictionary 1395 (6th ed.1990).",Yes,test
273,"""The two linguistic forms ('cognizable by'; 'has jurisdiction') mean about the same thing. See Black's Law Dictionary 991 (4th ed.1951) (defining 'jurisdiction' as 'the authority by which courts and judicial officers take cognizance of and decide cases' (emphasis added)); see also Black's Law Dictionary 1038 (3d ed.1933) (similarly using the term 'cognizance' to define 'jurisdiction').",Yes,test
274,"To “injure” is, among other things, “to impair.” Webster's Ninth New Collegiate Dictionary 623 (1983).",Yes,test
275,Reform' means to correct; to make anew; to rectify.,Yes,test
276,"""In legal parlance, the term 'damages' refers to money awarded as reparation for injury resulting from breach of legal duty."" ",Yes,test
277,"Moreover, because the harassment must occur “under” “the operations of” a funding recipient, see 20 U.S.C. § 1681(a); § 1687 (defining “program or activity”), the harassment must take place in a context subject to the school district's control, Webster's Third New International Dictionary, supra, at 2487 (defining “under” as “in or into a condition of subjection, regulation, or subordination”; “subject to the guidance and instruction of”); Random House Dictionary of the English Language, supra, at 1543 (defining “under” as “subject to the authority, direction, or supervision of”).",Yes,test
278,"""What is similar to a 'record' or 'document' but yet is not one?"" Yates v. United States, 574 U.S. 528, 550, 135 S.Ct. 1074, 1089 (2015) (Alito, J., concurring)…. An e-mail, after all, might not be a “document” if, as was “traditionally” so, a document was a “piece of paper with information on it,” not “information stored on a computer, electronic storage device, or any other medium.” Black's Law Dictionary 587–588 (10th ed. 2014).",Yes,test
279,"Although in ordinary usage both “individual” and “person” often refer to an individual human being, see, e.g., Webster's Third New International Dictionary 1152, 1686 (1986) (“individual” defined as a “single human being”; “person” defined as “an individual human being”), “person” often has a broader meaning in the law, see, e.g., 1 U.S.C. § 1 (“person” includes “corporations, companies, associations, firms, partnerships, societies, and joint stock companies, as well as individuals”).",Yes,test
280,"According to Black's Law Dictionary 566 (6th ed. 1990), “excusable neglect” is: “[A] failure to take the proper steps at the proper time, not in consequence of the party's own carelessness, inattention, or willful disregard of the process of the court, but in consequence of some unexpected or unavoidable hindrance or accident, or reliance on the care and vigilance of his counsel or on promises made by the adverse party. As used in rule (e.g. Fed.R.Civil P. 6(b)) authorizing court to permit an act to be done after expiration of the time within which under the rules such act was required to be done, where failure to act was the result of ‘excusable neglect’, quoted phrase is ordinarily *403 understood to be the act of a reasonably prudent person under the same circumstances.”",Yes,test
281," At the time of the founding, “to liquidate” meant “to make clear or plain”; “to render unambiguous; to settle (differences, disputes).” Nelson, Stare Decisis and Demonstrably Erroneous Precedents, 87 Va. L. Rev. 1, 13, and n. 35 (2001) (Nelson) (quoting 8 Oxford English Dictionary 1012 (2d ed. 1991); (internal quotation marks omitted)).",Yes,test
282,n Burns' Law Dictionary (1792) smugglers are said to be ‘those who conceal prohibited goods and defraud the king of his customs on the seacoast by running of goods and merchandise.’ ,Yes,test
283," 'Clear' error can simply mean an obvious, plain, gross, significant, or manifest error or miscalculation. See Black's Law Dictionary 250 (6th ed. 1990).",Yes,test
284,"The word ‘association’ appears to be used in the Act in its ordinary meaning. It has been defined as a term ‘used throughout the United States to signify a body of persons united without a charter, but upon the methods and forms used by incorporated bodies for the prosecution of some common enterprise.’ 1 Abb. Law Dict. 101 (1879); 1 Bouv. Law Dict. (Rawle's 3d Rev.) 269; 3 Am. & Eng. Enc. Law (2 Ed.) 162; and Allen v. Stevens, 33 App. Div. 485, 54 N. Y. Supp. 8, 23, in which this definition was cited with approval as being in accord with the common understanding. Other definitions are: ‘In the United States, as distinguished from a corporation, a body of persons organized, for the prosecution of some purpose, without a charter, but having the general form and mode of procedure of a corporation.’ Webst. New Internat. Dict.",Yes,test
285,"""Next, the majority repeats Texas' dictionary-based contention that in using the word “relief” Congress meant to “connot[e] equitable relief.” Ante, at 1660. This proposition suffers from three flaws. First, it is not established by the dictionary to which the majority cites...Second, it is inconsistent with our precedent.""",Yes,test
286,"It seems to me that the method of arriving at and distributing the damages pertains to procedure or remedy,—that is to say, to the course of the court after parties are brought in, and the means of redressing the wrong,—and I think the general rule that procedure and remedy are regulated by the law of the forum is applicable.",Yes,test
287,"The term “assist” is defined as “to give support or aid,” Webster's Ninth 109, or “to help,” Oxford American Dictionary 36 (1980) (hereinafter Oxford). See *544 also Black's Law Dictionary 111 (5th ed.1979) (hereinafter Black's) (defining “assist” as “[t]o help; aid; succor; lend countenance or encouragement to; participate in as an auxiliary”).  ",Yes,test
288," The dictionary informs that to “toll” means “[t]o take away, bar, defeat, [or] annul.” See 18 Oxford English Dictionary 204 (2d ed. 1989); Webster's New International Dictionary 2662 (2d ed. 1957) (“[t]o take away; to vacate; to annul”); Oxford Latin Dictionary 1947 (1982) ( “tollere,” the Latin origin, means to “remove” or “lift”). So when a statute speaks of tolling a limitations period it can, naturally enough, mean either that the running of the limitations period is suspended or that the effect of the limitations period is defeated. ",Yes,test
289,"Indeed, as the D.C. Circuit observed, “[a]t the time the Constitution was [framed], to ‘regulate’ meant,” among other things, “to require action.” ",Yes,test
290,"That suit related to a Maine attachment law which, of course, is governed by the same rule as garnishment law. See ‘garnishment,’ Bouvier's Law Dictionary",Yes,test
291,"""In explaining its interpretation of 'physical force,' the Court in Johnson expressly rejected the common law's definition of 'force,' see 559 U.S., at 139, 130 S.Ct. 1265 instead recognizing that the phrase should be 'give[n] ... its ordinary meaning...Rather, ;context determines meaning,' ibid., and, 'in the context of a statutory definition of ‘violent felony,’' the ordinary rather than the common-law meaning of 'force' was what fit, id., at 140, 130 S.Ct. 1265."" (quoting Johnson v. United States (2015)) ",Yes,test
292,"But the appellation of magistrate ‘is not confined to justices of the peace, and other persons, ejusdem generis, who exercise general judicial powers; but it includes others whose duties are strictly executive.’ Anderson's Law Dict. 643, 644. ",Yes,test
293,"It seems clear to me, however, that the “boycott, coercion, or intimidation” language of § 3(b) was intended to refer, not to the practices defined and condemned by the Sherman Act, but to the narrower range of practices involved in United States v. South-Eastern Underwriters Assn., 322 U.S. 533, 64 S.Ct. 1162, 88 L.Ed. 1440, the case that prompted Congress to enact the McCarran-Ferguson Act.",Yes,test
294,"""Section 30104 bestows upon the injured seaman the right to 'elect' to bring a Jones Act claim, thereby indicating a choice of actions for seamen - not an exclusive remedy."" Altantic Sounding Co., Inc. v. Townsend, 557 U.S. 404, 416, 129 S.Ct. 2561, 2570 (2009). ",Yes,test
295,"To the contrary, all these special definitions embody a form of an important, but secondary, meaning of “carry,” a meaning that suggests support rather than movement or transportation, as when, for example, a column “carries” the weight of an arch. 2 Oxford English Dictionary, at 919, 921.",Yes,test
