index,answer,text,document_name,split
70,No,"The Recipient Party may disclose Confidential Information to the extent required: (a) by any order of any court of competent jurisdiction or any competent judicial, governmental, regulatory or supervisory body; (b) by the rules of any listing authority, stock exchange or any regulatory or supervisory body with which the Recipient Party is bound to comply; or (c) by applicable laws or regulations, provided that before it discloses any Confidential Information the Recipient Party will, to the extent permitted by applicable law and regulation, inform the Disclosing Party of the full circumstances and the information required to be disclosed, consult with the Disclosing Party as to possible steps to avoid or limit disclosure, take such of those steps as the Disclosing Party may reasonably require and, where the disclosure is to be by way of a public announcement, make reasonable efforts to agree the wording of the announcement with the Disclosing Party in advance. ",Aspiegel_NDA_template.pdf,test
71,No,"For purposes of this Agreement, ""Proprietary Information"" shall mean written, documentary or oral information of any kind disclosed by Cyberlux or ICT to the other and designated as proprietary information, including, but not limited to,  ",1138169_0001050234-02-000002_ex10h.txt,test
72,No,3. Each party may disclose Conﬁdential Information only on a need-to-know basis to its own employees and to its consultants under appropriate written burden of conﬁdentiality.  ,Non-Disclosure-Agreement-NDA.pdf,test
73,No,"Tangible forms of the CONFIDENTIAL INFORMATION shall not be copied, in whole or in part, without the prior written consent of the DISCLOSING PARTY. ",AGProjects-NDA.pdf,test
74,No,"Notwithstanding the return, destruction or erasure of Evaluation Material hereunder, the Receiving Party and its Representatives shall continue to be bound by their confidentiality and other obligations hereunder. ",1109551_0000912057-02-024714_a2082535zex-99_d3.htm,test
75,No,3. Confidential Information shall not be reproduced in any form except as required to accomplish the intent of this Agreement.  ,1402305_0001193125-11-343865_d268167dex99d2.htm,test
76,No,"The nondisclosure provisions of this Agreement shall survive the termination of this Agreement and Receiving Party's duty to hold Confidential Information in confidence shall remain in effect until the Confidential Information no longer qualifies as a trade secret or until Disclosing Party sends Receiving Party written notice releasing Receiving Party from this Agreement, whichever occurs first. ",Basic-Non-Disclosure-Agreement.pdf,test
77,No,"2.2 Confidential Information shall not include: iv) information developed or created by one Party independently of the other, without any part thereof having been developed or created with assistance or information received from the other Party; and ",confidentiality_agreement.pdf,test
78,No,"The Confidential Information is and shall be considered valuable trade secrets owned exclusively by the Disclosing Party.  The Disclosing Party retains all right, title and interest in the Confidential Information and any reasonably related information which may be subsequently developed, and the Receiving Party waives all rights to the intellectual property and copyright therein in favour of the Disclosing Party. No license is granted to the Receiving Party in relation to any intellectual property rights that attach to or may be embodied in any Confidential Information, or is implied by the conveying of such Confidential Information to the Receiving Party. ",BT_NDA.pdf,test
79,No,"5. The Confidential Information shall remain at all times the property of the Company.  No rights to use, license, or otherwise exploit the Confidential Information are granted to the Recipient, by implication or otherwise, by virtue of Confidential Information being made available to the Recipient or any of the Recipient’s Representatives. ",Confidentiality%20Agreement.pdf,test
80,No,"In the event that we or any of our representatives receive a request or are required (by deposition, interrogatory, request for documents, subpoena, civil investigative demand or similar process) to disclose all or any part of the Evaluation Materials, we or our representatives, as the case may be, agree to  (i) immediately notify the Company of the existence, terms and circumstances surrounding such a request,  ",96238_0000950116-97-001823_document_13.txt,test
81,No,"The obligations of the Receiving Party pursuant to the provisions of this Agreement shall not apply to any Confidential Information that – 8.4 is disclosed by the Receiving Party to satisfy an order of a court of competent jurisdiction or to comply with the provisions of any law or regulation in force from time to time; provided that in these circumstances, the Receiving Party shall advise the Disclosing Party to take whatever steps it deems necessary to protect its interests in this regard and provided further that the Receiving Party will disclose only that portion of the information which it is legally required to disclose and the Receiving Party will use its reasonable endeavours to protect the confidentiality of such information to the greatest extent possible in the circumstances; ",AfriGIS_Client-NDA_Template_2019.pdf,test
