index,text,answer,split
31,"provided, that (a) immediately before and after such designation, no Default or Event of Default shall have occurred and be continuing, (b) any Subsidiary of an Unrestricted Subsidiary will automatically be deemed to be an Unrestricted Subsidiary, (c) immediately after giving effect to such designation, the Borrower and the Restricted Subsidiaries shall be in compliance, on a Pro Forma Basis, with the covenants set forth in Section 7.15, (d) the Borrower shall not be designated as an Unrestricted Subsidiary, (e) immediately after giving effect to such designation, the Subsidiary is not party to any transaction or arrangement with the Borrower or any Restricted Subsidiary that would not be permitted under Section 6.10, (f) each of (1) the Subsidiary to be so designated and (2) its Subsidiaries has not at the time of designation, and does not thereafter, create, incur, issue, assume, guarantee, or otherwise become directly or indirectly liable with respect to any Debt pursuant to which the lender has recourse to any of the assets of the Borrower or any Restricted Subsidiary, (g) no Subsidiary may be designated as an Unrestricted Subsidiary if it is a Restricted Subsidiary for the purpose of any Permitted Other Debt or any Credit Agreement Refinancing Debt and (h) no Restricted Subsidiary may be designated as an Unrestricted Subsidiary if it owns material Intellectual Property, and none of the Borrower or the Restricted Subsidiaries may invest, sell, distribute, contribute or otherwise transfer any material Intellectual Property to an Unrestricted Subsidiary.",Yes,test
32,"provided that (i) immediately before and after such designation, no Event of Default shall have occurred and be continuing, (ii) in the case of the designation of any Subsidiary as an Unrestricted Subsidiary, such designation shall constitute an Investment in such Unrestricted Subsidiary (calculated as an amount equal to the sum of (x) the fair market value of the Equity Interests of the designated Subsidiary and any of its Subsidiaries that are owned by Borrower or any Restricted Subsidiary, immediately prior to such designation (such fair market value to be calculated without regard to any Obligations of such designated Subsidiary or any of its Subsidiaries under the Guaranty Agreement) and (y) the aggregate principal amount of any Indebtedness owed by such Subsidiary and any of its Subsidiaries to Borrower or any of its Restricted Subsidiaries immediately prior to such designation, all calculated, except as set forth in the parenthetical to clause (x) above, on a consolidated basis in accordance with U.S. GAAP), and such Investment shall be permitted under Section 10.05, (iii) no Subsidiary may be designated as an Unrestricted Subsidiary if it or any of its Subsidiaries is a Restricted Subsidiary for the purpose of (I) the ABL Credit Agreement, (II) the Secured Notes Indenture or (III) any Refinancing Note/Loan Documents, any Permitted Pari Passu Notes Document, any Permitted Pari Passu Loan Documents, any Permitted Junior Notes Document or other debt instrument, in each case of this clause (III), with a principal amount in excess of the Threshold Amount, (iv) following the designation of an Unrestricted Subsidiary as a Restricted Subsidiary, Borrower shall comply with the provisions of Section 9.12 with respect to such designated Restricted Subsidiary, (v) no Restricted Subsidiary may be a Subsidiary of an Unrestricted Subsidiary (and any Subsidiary of an Unrestricted Subsidiary that is acquired or formed after the date of designation shall automatically be designated as an Unrestricted Subsidiary), (vi) Borrower may not be designated an Unrestricted Subsidiary, (vii) no Unrestricted Subsidiary may hold Intellectual Property that is material to the operations of Borrower and its Subsidiaries taken as a whole and (viii) in the case of the designation of any Subsidiary as an Unrestricted Subsidiary, each of (a) the Subsidiary to be so designated and (b) its Subsidiaries has not, at the time of designation, and does not thereafter, create, incur, issue, assume, guarantee or otherwise become directly or indirectly liable with respect to any Indebtedness pursuant to which the lender has recourse to any of the assets of Borrower or any Restricted Subsidiary (other than Equity Interests in an Unrestricted Subsidiary and, in the case of a Securitization Entity, other than pursuant to Standard Securitization Undertakings and Limited Originator Recourse).  Notwithstanding anything to the contrary in this Section 10.02, Borrower and its Restricted Subsidiaries shall not, directly or indirectly, sell or otherwise transfer any Intellectual Property that is material to the operations of Borrower and its Subsidiaries taken as a whole to any Unrestricted Subsidiary.  Notwithstanding anything to the contrary in this Section 10.03, Borrower and its Restricted Subsidiaries shall not, directly or indirectly, sell or otherwise transfer any Intellectual Property that is material to the operations of Borrower and its Subsidiaries taken as a whole to any Unrestricted Subsidiary.  Notwithstanding anything to the contrary contained above in this Section 10.06, (a) in no event shall Borrower or any of its Restricted Subsidiaries pay any management, consulting or similar fee to the Sponsor or any Affiliate of the Sponsor except as specifically provided in clauses (v) and (vii) of this Section 10.06 and (b) Borrower and its Restricted Subsidiaries shall not, directly or indirectly, sell or otherwise transfer any Intellectual Property that is material to the operations of Borrower and its Subsidiaries taken as a whole to any Unrestricted Subsidiary.",Yes,test
33,"provided, however, that (x) no Loan Party may be designated as an Unrestricted Subsidiary if such Loan Party holds any Material Intellectual Property unless such ownership would not materially interfere with the ongoing business activities of the Borrower and the Restricted Subsidiaries, taken as a whole (as reasonably determined by the Borrower)  provided, further, that (x) the Borrower shall not be permitted to designate any Loan Party that holds Material Intellectual Property as an Unrestricted Subsidiary unless, in each case, such designation would not materially interfere with the ongoing business activities of the Borrower and the Restricted Subsidiaries, taken as a whole (as reasonably determined by the Borrower), and (y) neither the Borrower nor any other Loan Party shall be permitted to contribute, sell, transfer or otherwise dispose of any Material Intellectual Property to any Unrestricted Subsidiary unless, in each case, such contribution, sale, transfer or other disposition would not materially interfere with the ongoing business activities of the Borrower and the Restricted Subsidiaries, taken as a whole (as reasonably determined by the Borrower).",Yes,test
34,"Notwithstanding anything to the contrary herein or in any other Loan Document, no material intellectual property shall be permitted to be transferred to any Unrestricted Subsidiary or by a Loan Party to a Restricted Subsidiary that is not a Loan Party, including by designation hereunder and, in each case, other than licenses of IP Rights in the ordinary course of business.",Yes,test
35,"Neither the Borrower nor any Restricted Subsidiary shall permit transfer any intellectual property that is material to the business of the Borrower and its Restricted Subsidiaries, taken as a whole, to any Unrestricted Subsidiary or be permitted to designate any Restricted Subsidiary that owns any such material intellectual property as an Unrestricted Subsidiary.",Yes,test
36," Notwithstanding anything to the contrary in this Agreement, no Unrestricted Subsidiary shall be permitted to own any intellectual property that is material to the business of the Borrower and its Subsidiaries, taken as a whole, at any time.",Yes,test
37,"Notwithstanding anything to the contrary set forth in this Section 6.04, no Loan Party shall make any Investment in any Subsidiary (other than another Loan Party) or any Unrestricted Subsidiary if the consideration paid by such Loan Party to such Subsidiary (other than a Loan Party) or such Unrestricted Subsidiary in respect of such Investment constitutes Material Intellectual Property; provided that nothing in this sentence shall prohibit any non-exclusive (other than exclusive distribution or other similar within a specified jurisdiction) license or sublicense of Material Intellectual Property to, or use of Material Intellectual Property by, any Subsidiary or Unrestricted Subsidiary.  Notwithstanding anything to the contrary set forth in this Section 6.06, no Loan Party shall make any Restricted Payment to any Subsidiary (other than another Loan Party) or any Unrestricted Subsidiary in the form of Material Intellectual Property? provided that nothing in this sentence shall prohibit any non-exclusive (other than exclusive distribution or other similar within a specified jurisdiction) license or sublicense of Material Intellectual Property to, or use of Material Intellectual Property by, any Subsidiary or Unrestricted Subsidiary.",Yes,test
38,"Notwithstanding anything to the contrary herein, (x) the Borrower shall not nor shall it permit any Subsidary to consummate an Asset Sale or Permitted Disposition to an Unrestricted Subsidiary of any satellite or Intellectual Property that is material to the business of the Borrower and its Subsidiaries, taken as a whole, and (y) the Borrower shall not nor shall it permit any Guaranor to consummate an Asset Sale or Permitted Disposition to a Subsidiary (other than a Guarantor) of any satellite that is material to the business of the Borrower and its Subsidiaries, taken as a whole.",Yes,test
39,"Notwithstanding the foregoing, (i) no Subsidiary of the Borrower may be designated as an Unrestricted Subsidiary if such Subsidiary is a Restricted Subsidiary (or any comparable term) under the Second Lien Credit Agreement, (ii) simultaneously with any Subsidiary of the Borrower being designated as a Restricted Subsidiary (or any comparable term) under the Second Lien Credit Agreement, such Subsidiary shall be designated as a Restricted Subsidiary and (iii) no Subsidiary of the Borrower may be designated as an Unrestricted Subsidiary if such Subsidiary owns or exclusively licenses any Material Intellectual Property.  Notwithstanding anything to the contrary in this Section 7.04, the definition of Asset Sale or any other provision of this Agreement or any other Loan Document, no Loan Party shall be permitted to Dispose of, grant an exclusive license of, or otherwise transfer any Material Intellectual Property to any Non-Loan Party Subsidiary or any Unrestricted Subsidiary, other than, for the avoidance of doubt, the grant of a non-exclusive license of such Material Intellectual Property.  Notwithstanding anything to the contrary in this Section 7.05, the definition of Permitted Investment or any other provision of this Agreement or any other Loan Document, no Loan Party shall be permitted to transfer or grant an exclusive license of any Material Intellectual Property to any Non-Loan Party Subsidiary or any Unrestricted Subsidiary, other than, for the avoidance of doubt, the grant of a non-exclusive license of such Material Intellectual Property.",Yes,test
40,"provided that, anything in this definition of Asset Sale to the contrary notwithstanding, (i) no Loan Party shall be permitted to transfer, directly or indirectly, any Material Intellectual Property to any Subsidiary that is not a Loan Party or to any Unrestricted Subsidiary, except pursuant to the foregoing clause (m)(i) above or other intercompany disclosures thereof  no Unrestricted Subsidiary shall own or hold any Material Intellectual Property other than pursuant to any non-exclusive licenses, sublicenses or cross-licenses or other intercompany disclosures thereof  Anything in this Section 7.04 to the contrary notwithstanding, no Loan Party shall be permitted to transfer, directly or indirectly, any Material Intellectual Property to any Subsidiary that is not a Loan Party or to any Unrestricted Subsidiary under this Section 7.04 other than non-exclusive licenses, sublicenses or cross-licenses or other intercompany disclosures of intellectual property, other IP Rights or other general intangibles  Anything in this Section 7.05 to the contrary notwithstanding, no Loan Party shall be permitted to transfer, directly or indirectly, any Material Intellectual Property to any Subsidiary that is not a Loan Party or to any Unrestricted Subsidiary under this Section 7.05 or the definition of Permitted Investment other than non-exclusive licenses, sublicenses or cross-licenses or other intercompany disclosures of intellectual property, other IP Rights or other general intangibles",Yes,test
41,"Notwithstanding anything else to the contrary, upon written notice to the Administrative Agent, so long as no Event of Default exists and so long as no Excluded WD Subsidiary owns any intellectual property that is material to the business of the Borrower and its Subsidiaries, taken as a whole, the Borrower shall be permitted to designate any of the Excluded WD Subsidiaries as an unrestricted subsidiary for the purposes of this Agreement and other Loan Documents (any such subsidiary, an Unrestricted Subsidiary), pursuant to which (i) the assets of such entities so designated shall be treated as Investments pursuant to Section 6.05, (ii) the entities so designated will not be considered subsidiaries of the Borrower for any purpose of this Agreement and will not otherwise be subject to the terms of this Agreement other than with respect to financial reporting (for the avoidance of doubt, such entities will not be subject to the representations and warranties, negative covenants, affirmative covenants, mandatory prepayments and event of defaults under this Agreement), (iii) the net income of such entities will not be taken into account for the purposes of calculating Consolidated EBITDA and Consolidated Net Income unless distributed to the Borrower or any of its other Subsidiaries (other than Unrestricted Subsidiaries), and (iv) the indebtedness of such entities will not be taken into account for the purposes of calculating Consolidated Funded Indebtedness, Secured Net Leverage Ratio and Total Net Leverage Ratio;  Notwithstanding the foregoing, or anything to the contrary contained herein, no intellectual property that is material to the business of the Borrower and its Subsidiaries, taken as a whole, shall be assigned, transferred, or exclusively licensed or exclusively sublicensed to any Unrestricted Subsidiary.",Yes,test
42,"Material Intellectual Property means any Intellectual Property that is owned by a Loan Party or any Restricted Subsidiary and that is material to the business of the Borrower and its Restricted Subsidiaries, taken as a whole (whether owned as of the Closing Date or thereafter acquired).  (d) no Subsidiary may be designated as an Unrestricted Subsidiary if, at the time of such designation, such Subsidiary (or any of its Subsidiaries) owns any Material Intellectual Property.  Notwithstanding the foregoing, in no event shall (i) any Loan Party be permitted to make Investments constituting Material Intellectual Property to any Non-Loan Party or (ii) any Loan Party or Restricted Subsidiary be permitted to make Investments constituting Material Intellectual Property to any Unrestricted Subsidiary.  Notwithstanding the foregoing, in no event shall (i) any Loan Party be permitted to transfer (whether by merging, dissolving, liquidating, consolidating or amalgamating with or into another Person, effecting a Division or otherwise) any Material Intellectual Property to any Non-Loan Party or (ii) any Loan Party or Restricted Subsidiary be permitted to transfer (whether by merging, dissolving, liquidating, consolidating or amalgamating with or into another Person, effecting a Division or otherwise) any Material Intellectual Property to any Unrestricted Subsidiary.  Notwithstanding the foregoing, in no event shall (i) any Loan Party be permitted to Dispose of any Material Intellectual Property to any Non-Loan Party or (ii) any Loan Party or Restricted Subsidiary be permitted to Dispose of any Material Intellectual Property to any Unrestricted Subsidiary.",Yes,test
43,"Notwithstanding the foregoing or anything to the contrary in this Agreement, no Restricted Subsidiary may be designated an Unrestricted Subsidiary if, immediately after giving effect thereto, such Restricted Subsidiary would own or have an exclusive license to any Material Intellectual Property at the time of such designation",Yes,test
44,"Material Intellectual Property means any intellectual property owned by the Borrower or any Restricted Subsidiary that is material to the operations of the business of the Borrower and the Restricted Subsidiaries (taken as a whole) (as reasonably determined in good faith by the Borrower).  provided, however, that, notwithstanding the foregoing, for purposes of determining availability under this Agreement for making Restricted Payments and Investments, in the event any Restricted Subsidiary makes a Permitted Investment in an Unrestricted Subsidiary in a manner in which such Investment was first made by a Loan Party in a Restricted Subsidiary that is not a Loan Party and such Restricted Subsidiary that is not a Loan Party thereafter, directly or indirectly, uses the proceeds of such Investment to make a further Investment in an Unrestricted Subsidiary in a manner otherwise permitted under this Agreement, such Investment will be deemed to have been made only by the applicable Loan Party into such Unrestricted Subsidiary;  Notwithstanding anything set forth in this Agreement to the contrary, (A) the Borrower and its Restricted Subsidiaries shall not be permitted to contribute, dispose of or otherwise transfer legal title to, or license on an exclusive basis, any Material Intellectual Property to any Unrestricted Subsidiary, and (B) the Borrower shall not be permitted to designate any Restricted Subsidiary that holds Material Intellectual Property as an Unrestricted Subsidiary.",Yes,test
45,"(c) Notwithstanding the foregoing, each Grantor may refrain from taking, or shall be permitted to take, as the case may be, any actions otherwise prohibited or required by the foregoing clauses (a) and (b) of this Section 9 with respect to Intellectual Property Collateral which it determines in its good faith, commercially reasonable business judgment not to be useful to the business of the Borrower and its Restricted Subsidiaries or worth protecting or maintaining (including without limitation by abandoning, failing to defend or maintain, causing any such Intellectual Property Collateral to become unenforceable, abandoned, invalidated or publicly available or otherwise disposing of any such Intellectual Property Collateral).",No,test
46,"Notwithstanding the foregoing, in no event shall (A) any Subsidiary that owns a majority of the Equity Interests of a Material Subsidiary, (B) any Wholly-Owned US Subsidiary that owns, or otherwise licenses or has the right to use, trademarks and other intellectual property material to the operation of the Consolidated Companies or (C) any Subsidiary that is an obligor or guarantor of any Indebtedness of any Credit Party or any Subsidiary thereof in excess of the Threshold Amount, in any such case be designated as an Immaterial Subsidiary.",No,test
47,"provided that (i) immediately before and after such designation, no Event of Default shall have occurred and be continuing and (ii) no Subsidiary may be designated as an Unrestricted Subsidiary or continue as an Unrestricted Subsidiary if it is a Restricted Subsidiary for the purpose of any Material Indebtedness.",No,test
48,"provided that the Borrower shall only be permitted to so designate a Subsidiary as an Unrestricted Subsidiary after the Closing Date and so long as (a) no Default or Event of Default has occurred and is continuing or would result therefrom, (b) such Unrestricted Subsidiary shall be capitalized (to the extent capitalized by the Borrower or any of its Restricted Subsidiaries) through Investments as permitted by, and in compliance with, Section 7.02 and the designation of such Subsidiary as an Unrestricted Subsidiary shall constitute an Investment by the Borrower therein at the date of designation in an amount equal to the fair market value as determined by the Borrower in good faith of the Borrowers (as applicable) Investment therein, (c) without duplication of clause (b), any assets owned by such Unrestricted Subsidiary at the time of the initial designation thereof shall be treated as Investments pursuant to Section 7.02, (d) [reserved], (e) no Subsidiary may be designated as an Unrestricted Subsidiary if such Subsidiary or any of its Subsidiaries owns any Equity Interests of, or owns or holds any Lien on any property of, the Borrower or any other Restricted Subsidiary that is not a Subsidiary of the Subsidiary to be so designated, (f) no Securitization Subsidiary may be designated as an Unrestricted Subsidiary, ",No,test
49,"Property abandoned or allowed to lapse in accordance with Section 5.6 of the Guarantee and Collateral Agreement) or scrap, in each case Disposed of in the ordinary course of business or by operations or divisions discontinued or to be discontinued, (c) without recourse and in the ordinary course of business of overdue accounts receivable in connection with the compromise or collection thereof, (d) constituting the non-exclusive licensing of Intellectual Property in the ordinary course of business (other than any licensing of Intellectual Property that could reasonably be expected to (i) materially impair the value of any material Intellectual Property or (ii) materially impair or restrict the business, assets, operations or financial condition of the Borrower and the Restricted Subsidiaries taken as a whole), (e) constituting the settlement, release or surrender of tort or other litigation claims, (f) constituting the lease or sublease of real or personal property in the ordinary course of business, so long as the fair market value of such property at the time of lease or sublease does not exceed $1,000,000 in the aggregate during the term of this Agreement, (g) constituting asset contributions made in connection with Investments otherwise permitted under Section 7.7, (h) among the Borrower and the Guarantors, (i) that results in cash consideration of less than $1,000,000 (or if less, the corresponding threshold set forth in the ABL Agreement) and (j) constituting an Equity Issuance.",No,test
50,"Notwithstanding anything in this Section 7.3 to the contrary, any Disposition described in this Section 7.3 shall be permitted if such Disposition is to the Company or any Subsidiary Guarantor.",No,test
51,"provided that (i) immediately before and after such designation or redesignation, no Default or Event of Default exists (including after giving effect to the reclassification of Investments in, Indebtedness of and Liens on the assets of, the applicable Restricted Subsidiary or Unrestricted Subsidiary), (ii) in the case of designating a Restricted Subsidiary to be an Unrestricted Subsidiary or redesignating an Unrestricted Subsidiary to be a Restricted Subsidiary, the applicable Investment is permitted under one or more clauses in Section 6.06 (as selected by the Borrower in its sole discretion), (iii) no subsidiary may be designated as an Unrestricted Subsidiary if it is a Restricted Subsidiary for purposes of the ABL Credit Agreement unless also being designated as an Unrestricted Subsidiary thereunder, and (iv) as of the date of the designation or redesignation thereof, no Unrestricted Subsidiary shall own any Capital Stock in any Restricted Subsidiary of the Borrower (unless such Restricted Subsidiary is also designated as an Unrestricted Subsidiary) or hold any Indebtedness of or any Lien on any property of the Borrower or its Restricted Subsidiaries (unless the Borrower or such Restricted Subsidiary is permitted to incur such Indebtedness or Liens in favor of such Unrestricted Subsidiary pursuant to Sections 6.01 and 6.02).",No,test
52,"provided that (i) immediately before and after such designation, no Event of Default shall have occurred and be continuing, (ii) in the case of the designation of any Subsidiary as an Unrestricted Subsidiary, such designation shall constitute an Investment in such Unrestricted Subsidiary (calculated as an amount equal to the sum of (x) the fair market value of the Equity Interests of the designated Subsidiary and any of its Subsidiaries that are owned by Holdings or any Restricted Subsidiary, immediately prior to such designation (such fair market value to be calculated without regard to any Obligations of such designated Subsidiary or any of its Subsidiaries under the Guaranty Agreement) and (y) the aggregate principal amount of any Indebtedness owed by such Subsidiary and any of its Subsidiaries to Holdings or any of the Restricted Subsidiaries immediately prior to such designation, all calculated, except as set forth in the parenthetical to clause (x) above, on a consolidated basis in accordance with U.S. GAAP), and such Investment shall be permitted under Section 10.05, (iii) no Subsidiary may be designated as an Unrestricted Subsidiary if it or any of its Subsidiaries is a Restricted Subsidiary for the purpose of any Refinancing Notes Indenture, any Permitted Pari Passu Notes Document, any Permitted Pari Passu Loan Documents, any Permitted Junior Notes Document or other debt instrument, with a principal amount in excess of the Threshold Amount, (iv) following the designation of an Unrestricted Subsidiary as a Restricted Subsidiary, Holdings shall comply with the provisions of Section 9.12 with respect to such designated Restricted Subsidiary, (v) no Restricted Subsidiary may be a Subsidiary of an Unrestricted Subsidiary (and any Subsidiary of an Unrestricted Subsidiary that is acquired or formed after the date of designation shall automatically be designated as an Unrestricted Subsidiary) and (vi) in the case of the designation of any Subsidiary as an Unrestricted Subsidiary, each of (x) the Subsidiary to be so designated and (y) its Subsidiaries has not, at the time of designation, and does not thereafter, create, incur, issue, assume, guarantee or otherwise become directly or indirectly liable with respect to any Indebtedness pursuant to which the lender has recourse to any of the assets of Holdings or any Restricted Subsidiary (other than Equity Interests in an Unrestricted Subsidiary).",No,test
53,"Material Intellectual Property means any intellectual property owned by the Borrower or any Restricted Subsidiary that is, in the good faith determination of the Borrower, material to the operation of the business of the Borrower and its Restricted Subsidiaries, taken as a whole.",No,test
